row,dataset,old_var,new_var,text
454,2022_cohort,Q117_28,CONNECTION_activities_new_friend_p3m,"In the PAST THREE MONTH, how often have you... - made a new friend?"
455,2022_cohort,Q117_29,CONNECTION_activities_hug_p3m,"In the PAST THREE MONTH, how often have you... - hugged someone?"
456,2022_cohort,Q117_30,CONNECTION_activities_kissed_p3m,"In the PAST THREE MONTH, how often have you... - kissed someone?"
457,2022_cohort,Q117_31,CONNECTION_activities_sex_p3m,"In the PAST THREE MONTH, how often have you... - had sex with someone?"
458,2022_cohort,Q19,CONNECTION_social_num_close_friends,How many close friends do you have?
459,2022_cohort,Q27_1,CONNECTION_social_days_family_p7d,"In the PAST SEVEN DAYS, how many days did you spend at least 5 minutes socializing with people from the following groups? - Family Members"
460,2022_cohort,Q27_2,CONNECTION_social_days_friends_p7d,"In the PAST SEVEN DAYS, how many days did you spend at least 5 minutes socializing with people from the following groups? - Friends"
461,2022_cohort,Q27_3,CONNECTION_social_days_coworkers_and_classmates_p7d,"In the PAST SEVEN DAYS, how many days did you spend at least 5 minutes socializing with people from the following groups? - Coworkers or Classmates"
462,2022_cohort,Q27_4,CONNECTION_social_days_neighbours_p7d,"In the PAST SEVEN DAYS, how many days did you spend at least 5 minutes socializing with people from the following groups? - Neighbours"
463,2022_cohort,Q105_1,CONNECTION_social_time_family_p7d,"In the PAST SEVEN DAYS, how many hours in total did you spend socializing with others from the following groups? - Family Members"
464,2022_cohort,Q105_2,CONNECTION_social_time_friends_p7d,"In the PAST SEVEN DAYS, how many hours in total did you spend socializing with others from the following groups? - Friends"
465,2022_cohort,Q105_3,CONNECTION_social_time_coworkers_and_classmates_p7d,"In the PAST SEVEN DAYS, how many hours in total did you spend socializing with others from the following groups? - Coworkers or Classmates"
466,2022_cohort,Q105_4,CONNECTION_social_time_neighbours_p7d,"In the PAST SEVEN DAYS, how many hours in total did you spend socializing with others from the following groups? - Neighbours"
467,2022_cohort,Q25_1,CONNECTION_social_num_family_p7d,"In the PAST SEVEN DAYS, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Family Members"
468,2022_cohort,Q25_2,CONNECTION_social_num_friends_p7d,"In the PAST SEVEN DAYS, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Friends"
469,2022_cohort,Q25_3,CONNECTION_social_num_coworkers_and_classmates_p7d,"In the PAST SEVEN DAYS, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Coworkers or Classmates"
470,2022_cohort,Q25_4,CONNECTION_social_num_neighbours_p7d,"In the PAST SEVEN DAYS, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Neighbours"
471,2022_cohort,Q29_1,CONNECTION_preference_time_family,How much time per week would you like to spend socializing with others from the following groups? - Family Members
472,2022_cohort,Q29_2,CONNECTION_preference_time_friends,How much time per week would you like to spend socializing with others from the following groups? - Friends
473,2022_cohort,Q29_3,CONNECTION_preference_time_coworkers_classmates,How much time per week would you like to spend socializing with others from the following groups? - Coworkers or Classmates
474,2022_cohort,Q29_4,CONNECTION_preference_time_neighbours,How much time per week would you like to spend socializing with others from the following groups? - Neighbours
475,2022_cohort,Q41,GEO_housing_household_size,How many people do you live with at least 50% of the time? Note: We consider you to be living with another person if you use the same kitchen and spend at least 50% of your time with them.
476,2022_cohort,Q156_2,CONNECTION_social_barriers_afraid,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I am afraid of being rejected
477,2022_cohort,Q156_3,CONNECTION_social_barriers_no_invitations,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - Nobody invites me to do things
478,2022_cohort,Q156_4,CONNECTION_social_barriers_too_busy,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I am too busy
479,2022_cohort,Q156_5,CONNECTION_social_barriers_too_tired_a,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I am too tired
480,2022_cohort,Q156_6,CONNECTION_social_barriers_too_stressed,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I am too stressed
481,2022_cohort,Q156_7,CONNECTION_social_barriers_shy,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I am shy
482,2022_cohort,Q156_8,CONNECTION_social_barriers_nervous,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I am nervous
483,2022_cohort,Q156_9,CONNECTION_social_barriers_work_too_much,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I have to work too much
484,2022_cohort,Q156_10,CONNECTION_social_barriers_family_responsibilities,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I have family responsibilities
485,2022_cohort,Q156_11,CONNECTION_social_barriers_nothing_to_do,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - There's nothing to do
486,2022_cohort,Q156_12,CONNECTION_social_barriers_no_people,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I don't have people to hang out with
487,2022_cohort,Q156_14,CONNECTION_social_barriers_people_too_busy,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - People I know are too busy
488,2022_cohort,Q156_15,CONNECTION_social_barriers_what_to_do,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I don't know what to do
489,2022_cohort,Q156_18,CONNECTION_social_barriers_small_living_space,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - My living space is too small to have people over
490,2022_cohort,Q156_21,CONNECTION_social_barriers_no_visitors,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - People I live with don't want others visiting
491,2022_cohort,Q156_19,CONNECTION_social_barriers_covid,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I am afraid of getting COVID-19
492,2022_cohort,Q156_20,CONNECTION_social_barriers_alienated,Which of the barriers listed below prevent you from socializing with others as much as you would like to? - I feel alienated by other people
493,2022_cohort,Q149,CONNECTION_social_barriers_other_text,Are there any barriers not listed above that prevent you from socializing with others as much as you'd like to?
494,2022_cohort,Q152,GEO_housing_adequate,Does the place you live in provide adequate space for you to have the sort of social life you would like to?
495,2022_cohort,Q150,GEO_housing_lacking,What ammenities or requirements is your living space lacking?
496,2022_cohort,Q17_1,LONELY_ucla_loneliness_scale_companionship,Indicate how often each of the statements below is descriptive of you. - How often do you feel that you lack companionship?
497,2022_cohort,Q17_2,LONELY_ucla_loneliness_scale_left_out,Indicate how often each of the statements below is descriptive of you. - How often do you feel left out?
498,2022_cohort,Q17_3,LONELY_ucla_loneliness_scale_isolated,Indicate how often each of the statements below is descriptive of you. - How often do you feel isolated from others?
499,2022_cohort,Q57_1,LONELY_dejong_emotional_social_loneliness_scale_emptiness,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - I experience a general sense of emptiness"
500,2022_cohort,Q57_2,LONELY_dejong_emotional_social_loneliness_scale_rely,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - There are plenty of people I can rely on when I have problems"
501,2022_cohort,Q57_3,LONELY_dejong_emotional_social_loneliness_scale_trust,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - There are many people I can trust completely"
502,2022_cohort,Q57_4,LONELY_dejong_emotional_social_loneliness_scale_close,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - There are enough people I feel close to"
503,2022_cohort,Q57_5,LONELY_dejong_emotional_social_loneliness_scale_miss,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - I miss having people around"
504,2022_cohort,Q57_6,LONELY_dejong_emotional_social_loneliness_scale_rejected,"Please indicate for each of the statements, the extent to which they apply to your situation, the way you feel now. - I often feel rejected"
505,2022_cohort,Q45,LONELY_direct,"During the PAST WEEK, have you felt lonely "
506,2022_cohort,Q46,LONELY_phenotype,Most people feel lonely at least some of the time. Others experience consistently strong feelings of loneliness. Which of the options below BEST describe your experience with loneliness?
507,2022_cohort,Q49,LONELY_change_pre_covid,"Comparing how you feel now to how you felt before the COVID-19 Pandemic, how would you describe the intensity of your loneliness?"
508,2022_cohort,Q141,LONELY_comparison_others,How would you describe your loneliness compared to others?
509,2022_cohort,Q50,LONELY_others_aware,"Generally speaking, do you think others are aware of the extent to which you feel lonely or connected?"
510,2022_cohort,Q56_1,PSYCH_zimet_multidimensional_social_support_scale_need,Please respond to the following items using the scale provided - There is a special person who is around when I am in need.
511,2022_cohort,Q56_2,PSYCH_zimet_multidimensional_social_support_scale_joys,Please respond to the following items using the scale provided - There is a special person with whom I can share my joys and sorrows
512,2022_cohort,Q56_3,PSYCH_zimet_multidimensional_social_support_scale_positive_not_scored,"Please respond to the following items using the scale provided - There is a person who regularly makes me laugh, feel positive about myself"
513,2022_cohort,Q56_4,PSYCH_zimet_multidimensional_social_support_scale_gets_me_not_scored,Please respond to the following items using the scale provided - There is a person who really understands me on a deep level / gets me
514,2022_cohort,Q56_5,PSYCH_zimet_multidimensional_social_support_scale_family_helps,Please respond to the following items using the scale provided - My family really tries to help me
515,2022_cohort,Q56_6,PSYCH_zimet_multidimensional_social_support_scale_family_emotional,Please respond to the following items using the scale provided - I get the emotional help and support I need from my family
516,2022_cohort,Q56_7,PSYCH_zimet_multidimensional_social_support_scale_comfort,Please respond to the following items using the scale provided - I have a special person who is a real source of comfort to me
517,2022_cohort,Q56_8,PSYCH_zimet_multidimensional_social_support_scale_help,Please respond to the following items using the scale provided - My friends really try to help me.
518,2022_cohort,Q56_9,PSYCH_zimet_multidimensional_social_support_scale_go_wrong,Please respond to the following items using the scale provided - I can count on my friends when things go wrong
519,2022_cohort,Q56_10,PSYCH_zimet_multidimensional_social_support_scale_problems_family,Please respond to the following items using the scale provided - I can talk about my problems with my family
520,2022_cohort,Q56_11,PSYCH_zimet_multidimensional_social_support_scale_problems_friends,Please respond to the following items using the scale provided - I can talk about my problems with my friends
521,2022_cohort,Q56_12,PSYCH_zimet_multidimensional_social_support_scale_sorrows,Please respond to the following items using the scale provided - I have friends or family members with whom I can share my joys and sorrows
522,2022_cohort,Q56_13,PSYCH_zimet_multidimensional_social_support_scale_feelings,Please respond to the following items using the scale provided - There is a special person in my life who cares about my feelings
523,2022_cohort,Q56_14,PSYCH_zimet_multidimensional_social_support_scale_decisions,Please respond to the following items using the scale provided - My friends and family are willing to help me make decisions
524,2022_cohort,Q58_1,LONELY_existential_loneliness_scale_outlook,Please use the following scale to rate the extent to which you agree or disagree with each of the following statements IN GENERAL. - I usually feel like people share my outlook on life.
525,2022_cohort,Q58_2,LONELY_existential_loneliness_scale_reactions,Please use the following scale to rate the extent to which you agree or disagree with each of the following statements IN GENERAL. - I often have the same reactions to things that other people around me do.
526,2022_cohort,Q58_3,LONELY_existential_loneliness_scale_environment,Please use the following scale to rate the extent to which you agree or disagree with each of the following statements IN GENERAL. - People around me tend to react to things in our environment the same way I do.
527,2022_cohort,Q58_4,LONELY_existential_loneliness_scale_share,Please use the following scale to rate the extent to which you agree or disagree with each of the following statements IN GENERAL. - People do not often share my perspective.
528,2022_cohort,Q58_5,LONELY_existential_loneliness_scale_understand,Please use the following scale to rate the extent to which you agree or disagree with each of the following statements IN GENERAL. - Other people usually do not understand my experiences.
529,2022_cohort,Q58_6,LONELY_existential_loneliness_scale_same_take,Please use the following scale to rate the extent to which you agree or disagree with each of the following statements IN GENERAL. - People often have the same œtake or perspective on things that I do.
530,2022_cohort,Q60,WELLNESS_self_rated_physical_health,"At the present time, would you say your PHYSICAL HEALTH is:"
531,2022_cohort,Q61,WELLNESS_self_rated_mental_health,"At the present time, would you say your MENTAL HEALTH is:"
532,2022_cohort,Q23_1,WELLNESS_malach_pines_burnout_measure_tired,"When you think about your life overall, how often do you feel the following? - Tired"
533,2022_cohort,Q23_2,WELLNESS_malach_pines_burnout_measure_disappointed,"When you think about your life overall, how often do you feel the following? - Disappointed with people"
534,2022_cohort,Q23_3,WELLNESS_malach_pines_burnout_measure_hopeless,"When you think about your life overall, how often do you feel the following? - Hopeless"
535,2022_cohort,Q23_4,WELLNESS_malach_pines_burnout_measure_trapped,"When you think about your life overall, how often do you feel the following? - Trapped"
536,2022_cohort,Q23_5,WELLNESS_malach_pines_burnout_measure_helpless,"When you think about your life overall, how often do you feel the following? - Helpless"
537,2022_cohort,Q23_6,WELLNESS_malach_pines_burnout_measure_depressed,"When you think about your life overall, how often do you feel the following? - Depressed"
538,2022_cohort,Q23_7,WELLNESS_malach_pines_burnout_measure_sick,"When you think about your life overall, how often do you feel the following? - Physically weak or sickly"
539,2022_cohort,Q23_8,WELLNESS_malach_pines_burnout_measure_worthless,"When you think about your life overall, how often do you feel the following? - Worthless or like a failure"
540,2022_cohort,Q23_9,WELLNESS_malach_pines_burnout_measure_difficulty_sleeping,"When you think about your life overall, how often do you feel the following? - Difficulties sleeping"
541,2022_cohort,Q23_10,WELLNESS_malach_pines_burnout_measure_had_it,"When you think about your life overall, how often do you feel the following? - œIve had it"
542,2022_cohort,Q148,WELLNESS_life_satisfaction,"On a scale of 1 to 10, How do you feel about your life as a whole right now?"
543,2022_cohort,Q62,WELLNESS_subjective_happiness_scale_happy,"In general, I consider myself:"
544,2022_cohort,Q124,WELLNESS_subjective_happiness_scale_peers,"Compared with most of my peers, I consider myself:"
545,2022_cohort,Q125,WELLNESS_subjective_happiness_scale_always_happy,"Some people are generally very happy. They enjoy life regardless of what is going on, getting the most out of everything. To what extent does this characterization describe you?"
546,2022_cohort,Q126,WELLNESS_subjective_happiness_scale_never_happy,"Some people are generally not very happy. Although they are not depressed, they never seem as happy as they might be. To what extent does this characterization describe you?"
547,2022_cohort,Q66_1,WELLNESS_gad_anxious,"Over the PAST TWO WEEKS, how often - have you felt nervous, anxious or on edge?"
548,2022_cohort,Q66_2,WELLNESS_gad_worry,"Over the PAST TWO WEEKS, how often - were you not able to stop worrying or control your worries?"
549,2022_cohort,Q66_3,WELLNESS_phq_little_interest,"Over the PAST TWO WEEKS, how often - have you had little interest or pleasure in doing things?"
550,2022_cohort,Q66_4,WELLNESS_phq_feeling_down,"Over the PAST TWO WEEKS, how often - were you feeling down, depressed or hopeless?"
551,2022_cohort,Q12_1,COVID_prevention_distancing,To what extent are you currently following the COVID-19 prevention practices listed below? - Physically distance yourself by 2 metres from others
552,2022_cohort,Q12_2,COVID_prevention_masks,To what extent are you currently following the COVID-19 prevention practices listed below? - Wear a mask in public
553,2022_cohort,Q12_3,COVID_prevention_hand_washing,To what extent are you currently following the COVID-19 prevention practices listed below? - Wash your hands often
554,2022_cohort,Q12_4,COVID_prevention_reduce_people,To what extent are you currently following the COVID-19 prevention practices listed below? - Reduce the number of people you interact with
555,2022_cohort,Q12_5,COVID_prevention_avoid_trips,To what extent are you currently following the COVID-19 prevention practices listed below? - Avoid non-essential trips in the community
556,2022_cohort,Q12_6,COVID_prevention_household,To what extent are you currently following the COVID-19 prevention practices listed below? - Socialize indoors only with people in your immediate household
557,2022_cohort,Q13,COVID_vaccinated,Have you received a COVID-19 Vaccine?
558,2022_cross,StartDate,SURVEY_start_date,Start Date
559,2022_cross,EndDate,SURVEY_end_date,End Date
560,2022_cross,Status,SURVEY_response_type,Response Type
561,2022_cross,IPAddress,SURVEY_ip_address,IP Address
562,2022_cross,Progress,SURVEY_progress,Progress
563,2022_cross,Duration (in seconds),SURVEY_duration_seconds,Duration (in seconds)
564,2022_cross,Finished,SURVEY_finished,Finished
565,2022_cross,RecordedDate,SURVEY_recorded_date,Recorded Date
566,2022_cross,ResponseId,SURVEY_response_id,Response ID
567,2022_cross,RecipientLastName,SURVEY_last_name,Recipient Last Name
568,2022_cross,RecipientFirstName,SURVEY_first_name,Recipient First Name
569,2022_cross,RecipientEmail,SURVEY_email,Recipient Email
570,2022_cross,ExternalReference,SURVEY_external_data,External Data Reference
571,2022_cross,LocationLatitude,SURVEY_latitude,Location Latitude
572,2022_cross,LocationLongitude,SURVEY_longitude,Location Longitude
573,2022_cross,DistributionChannel,SURVEY_distribution,Distribution Channel
574,2022_cross,UserLanguage,SURVEY_user_language,User Language
575,2022_cross,Q115,ELIGIBLE_consent,Do you acknowledge and agree to the conditions outlined above?
576,2022_cross,Q159,SURVEY_referred,Did you recieve a referral code from someone to participate? - Selected Choice
577,2022_cross,Q159_2_TEXT,SURVEY_referral_code_text,Did you recieve a referral code from someone to participate? - Yes (please enter it below) - Text
578,2022_cross,Q7_1,DEMO_student,Are you currently... (Check all that apply) - A student
579,2022_cross,Q7_2,DEMO_employment,Are you currently... (Check all that apply) - Employed full or part-time (including self-employed)
580,2022_cross,Q7_3,DEMO_retired,Are you currently... (Check all that apply) - Retired
581,2022_cross,Q7_4,DEMO_unable_to_work,Are you currently... (Check all that apply) - Unable to work
582,2022_cross,Q7_5,DEMO_unpaid_work,"Are you currently... (Check all that apply) - Working unpaid (e.g., caregiving)"
583,2022_cross,Q1,DEMO_age,What is your age (in years)?
584,2022_cross,Q2,GEO_residence_canada,Do you live in Canada?
585,2022_cross,Q82_1,GEO_province,"What are the first three digits of your postal code (e.g., V9A)? Note: These letters, known as your forward sortation area, allow us to link your data to a region, but not a specific address. This will help us better understand the area you live. - Select your province"
586,2022_cross,Q82_2,GEO_fsa,"What are the first three digits of your postal code (e.g., V9A)? Note: These letters, known as your forward sortation area, allow us to link your data to a region, but not a specific address. This will help us better understand the area you live. - Select your 3-digit postal code"
587,2022_cross,Q8_1,DEMO_relationship_status_single,What is your current relationship status? (Check all that apply) - Single 
588,2022_cross,Q8_2,DEMO_relationship_status_dating,What is your current relationship status? (Check all that apply) - Dating
589,2022_cross,Q8_3,DEMO_relationship_status_relationship,What is your current relationship status? (Check all that apply) - In a relationship
590,2022_cross,Q8_4,DEMO_relationship_status_widowed,What is your current relationship status? (Check all that apply) - Widowed
591,2022_cross,Q8_5,DEMO_relationship_status_divorced,What is your current relationship status? (Check all that apply) - Divorced
592,2022_cross,Q8_6,DEMO_relationship_status_separated,What is your current relationship status? (Check all that apply) - Separated
593,2022_cross,Q8_7,DEMO_relationship_status_married,What is your current relationship status? (Check all that apply) - Married
594,2022_cross,Q8_8,DEMO_relationship_status_common_law,What is your current relationship status? (Check all that apply) - Common-law
595,2022_cross,Q9,GEO_housing_household_size,"Excluding yourself, how many people live in your household? Note: By household we mean anyone living at the same address as you, that you share a kitchen with. If you do not live with anyone, enter 0. Please only enter numeric characters (0,1,2,3,4,5,6,7,8,9)."
596,2022_cross,Q60,WELLNESS_self_rated_physical_health,"At the present time, would you say your PHYSICAL HEALTH is:"
597,2022_cross,Q61,WELLNESS_self_rated_mental_health,"At the present time, would you say your MENTAL HEALTH is:"
598,2022_cross,Q62_1,WELLNESS_gad_anxious,"Over the PAST TWO WEEKS, how often - have you felt nervous, anxious or on edge?"
599,2022_cross,Q62_2,WELLNESS_gad_worry,"Over the PAST TWO WEEKS, how often - were you not able to stop worrying or control your worries?"
600,2022_cross,Q62_3,WELLNESS_phq_little_interest,"Over the PAST TWO WEEKS, how often - have you had little interest or pleasure in doing things?"
601,2022_cross,Q62_4,WELLNESS_phq_feeling_down,"Over the PAST TWO WEEKS, how often - were you feeling down, depressed or hopeless?"
602,2022_cross,Q63,WELLNESS_life_satisfaction,"On a scale of 1 to 10, How do you feel about your life as a whole right now?"
603,2022_cross,Q145,GEO_satisfied_living_alone,Are you satisfied living alone or would you prefer to live with others?
604,2022_cross,Q151,GEO_satisfied_living_with_others,Are you satisfied living with others or would you prefer to live alone?
605,2022_cross,Q27_1,CONNECTION_activities_greeted_neighbour_last,"When was the last time you - greeted a neighbour or stranger (e.g., by saying hello or good morning)?"
606,2022_cross,Q27_2,CONNECTION_activities_in_person_last,"When was the last time you - had an in-person, face-to-face conversation with someone?"
607,2022_cross,Q27_3,CONNECTION_activities_checked_in_last,When was the last time you - sent a text or private message to someone just to check in?
608,2022_cross,Q27_4,CONNECTION_activities_phone_last,When was the last time you - had a phone conversation with a friend or family member?
609,2022_cross,Q27_5,CONNECTION_activities_group_video_chat_last,When was the last time you - had a video chat with a GROUP of friends or family?
610,2022_cross,Q27_6,CONNECTION_activities_walk_last,When was the last time you - went for a walk with someone?
611,2022_cross,Q27_7,CONNECTION_activities_coffee_last,"When was the last time you - met someone for a meal, drink, dessert, or cup of coffee?"
612,2022_cross,Q27_8,CONNECTION_activities_computer_games_last,When was the last time you - played a video or board game with others?
613,2022_cross,Q27_9,CONNECTION_activities_visited_friends_last,When was the last time you - visited with FRIENDS at your or their home?
614,2022_cross,Q27_10,CONNECTION_activities_visited_family_last,When was the last time you - visited with FAMILY at your or their home?
615,2022_cross,Q27_11,CONNECTION_activities_community_last,When was the last time you - volunteered in the community?
616,2022_cross,Q27_12,CONNECTION_activities_helped_last,"When was the last time you - helped a neighbor or friend with a task or chore (e.g., yard work, moving)?"
617,2022_cross,Q27_13,CONNECTION_activities_meeting_not_work_last,"When was the last time you - attended a community meeting, workshop, or gathering outside of work?"
618,2022_cross,Q27_14,CONNECTION_activities_discussion_group_last,When was the last time you - participated in an online discussion group?
619,2022_cross,Q27_15,CONNECTION_activities_group_exercise_last,"When was the last time you - participated in group exercise (e.g., yoga classes, cycling)?"
620,2022_cross,Q27_16,CONNECTION_activities_church_last,"When was the last time you - attended church, synagogue, temple, etc.?"
621,2022_cross,Q27_17,CONNECTION_activities_new_friend_last,When was the last time you - made a new friend?
622,2022_cross,Q27_18,CONNECTION_activities_hug_last,When was the last time you - hugged someone?
623,2022_cross,Q27_19,CONNECTION_activities_kissed_last,When was the last time you - kissed someone?
624,2022_cross,Q27_20,CONNECTION_activities_sex_last,When was the last time you - had sex with someone?
625,2022_cross,Q26,CONNECTION_social_media_time_per_day,"In the past week, on average, approximately how much time PER DAY have you spent actively using social networking websites?"
626,2022_cross,Q28_1,CONNECTION_social_days_family_p7d,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Family Members"
627,2022_cross,Q28_2,CONNECTION_social_days_friends_p7d,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Friends"
628,2022_cross,Q28_3,CONNECTION_social_days_coworkers_p7d,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Coworkers"
629,2022_cross,Q28_4,CONNECTION_social_days_classmates_p7d,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Classmates"
630,2022_cross,Q28_5,CONNECTION_social_days_neighbours_p7d,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Neighbours"
631,2022_cross,Q28_6,CONNECTION_social_days_acquaintances_p7d,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Acquaintances"
632,2022_cross,Q28_7,CONNECTION_social_days_stangers_p7d,"In the PAST WEEK, how many days did you spend at least 5 minutes socializing with people from the following groups? - Strangers"
633,2022_cross,Q29_1,CONNECTION_social_time_family_p7d,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Family Members"
634,2022_cross,Q29_2,CONNECTION_social_time_friends_p7d,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Friends"
635,2022_cross,Q29_3,CONNECTION_social_time_coworkers_p7d,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Coworkers"
636,2022_cross,Q29_4,CONNECTION_social_time_classmates_p7d,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Classmates"
637,2022_cross,Q29_5,CONNECTION_social_time_neighbours_p7d,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Neighbours"
638,2022_cross,Q29_6,CONNECTION_social_time_acquaintances_p7d,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Acquaintances"
639,2022_cross,Q29_7,CONNECTION_social_time_strangers_p7d,"In the PAST WEEK, how many hours in total did you spend socializing with others from the following groups? - Strangers"
640,2022_cross,Q30_1,CONNECTION_social_num_family_p7d,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Family Members"
641,2022_cross,Q30_2,CONNECTION_social_num_friends_p7d,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Friends"
642,2022_cross,Q30_3,CONNECTION_social_num_coworkers_p7d,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Coworkers"
643,2022_cross,Q30_4,CONNECTION_social_num_classmates_p7d,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Classmates"
644,2022_cross,Q30_5,CONNECTION_social_num_neighbours_p7d,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Neighbours"
645,2022_cross,Q30_6,CONNECTION_social_num_acquaintances_p7d,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Acquaintances"
646,2022_cross,Q30_7,CONNECTION_social_num_strangers_p7d,"In the PAST WEEK, how many people from each of the following groups did you spend at least 5 minutes socializing with? - Strangers"
647,2022_cross,Q31_1,CONNECTION_preference_time_family,"Ideally, how many hours per week would you like to spend socializing with each of the following groups? - Family Members"
648,2022_cross,Q31_2,CONNECTION_preference_time_friends,"Ideally, how many hours per week would you like to spend socializing with each of the following groups? - Friends"
649,2022_cross,Q31_3,CONNECTION_preference_time_coworkers,"Ideally, how many hours per week would you like to spend socializing with each of the following groups? - Coworkers"
650,2022_cross,Q31_4,CONNECTION_preference_time_classmates,"Ideally, how many hours per week would you like to spend socializing with each of the following groups? - Classmates"
651,2022_cross,Q31_5,CONNECTION_preference_time_neighbours,"Ideally, how many hours per week would you like to spend socializing with each of the following groups? - Neighbours"
652,2022_cross,Q31_6,CONNECTION_preference_time_acquaintances,"Ideally, how many hours per week would you like to spend socializing with each of the following groups? - Acquaintances"
653,2022_cross,Q31_7,CONNECTION_preference_time_strangers,"Ideally, how many hours per week would you like to spend socializing with each of the following groups? - Strangers"
654,2022_cross,Q40_1,CONNECTION_reached_out_family_members,"If someone from each of the following groups reached out and said they wanted to hang out this week, how likely is it that you would make plans to meet up with them? - Family Members"
655,2022_cross,Q40_2,CONNECTION_reached_out_best_friend,"If someone from each of the following groups reached out and said they wanted to hang out this week, how likely is it that you would make plans to meet up with them? - Best Friends"
656,2022_cross,Q40_3,CONNECTION_reached_out_casual_friend,"If someone from each of the following groups reached out and said they wanted to hang out this week, how likely is it that you would make plans to meet up with them? - Casual Friends"
657,2022_cross,Q40_4,CONNECTION_reached_out_coworkers,"If someone from each of the following groups reached out and said they wanted to hang out this week, how likely is it that you would make plans to meet up with them? - Coworkers"
658,2022_cross,Q40_5,CONNECTION_reached_out_classmates,"If someone from each of the following groups reached out and said they wanted to hang out this week, how likely is it that you would make plans to meet up with them? - Classmates"
659,2022_cross,Q40_6,CONNECTION_reached_out_neighbours,"If someone from each of the following groups reached out and said they wanted to hang out this week, how likely is it that you would make plans to meet up with them? - Neighbours"
660,2022_cross,Q40_7,CONNECTION_reached_out_acquaintance,"If someone from each of the following groups reached out and said they wanted to hang out this week, how likely is it that you would make plans to meet up with them? - Acquaintances"
661,2022_cross,Q40_8,CONNECTION_reached_out_strangers,"If someone from each of the following groups reached out and said they wanted to hang out this week, how likely is it that you would make plans to meet up with them? - Strangers"
662,2022_cross,Q43_1,LONELY_dejong_emotional_social_loneliness_scale_rely,"For the statements below, please indicate the extent to which they apply to your situation and the way you feel now. - There are plenty of people I can rely on when I have problems"
663,2022_cross,Q43_2,LONELY_dejong_emotional_social_loneliness_scale_trust,"For the statements below, please indicate the extent to which they apply to your situation and the way you feel now. - There are many people I can trust completely"
664,2022_cross,Q43_3,LONELY_dejong_emotional_social_loneliness_scale_close,"For the statements below, please indicate the extent to which they apply to your situation and the way you feel now. - There are enough people I feel close to"
665,2022_cross,Q43_4,LONELY_dejong_emotional_social_loneliness_scale_miss,"For the statements below, please indicate the extent to which they apply to your situation and the way you feel now. - I miss having people around"
666,2022_cross,Q43_5,LONELY_dejong_emotional_social_loneliness_scale_rejected,"For the statements below, please indicate the extent to which they apply to your situation and the way you feel now. - I often feel rejected"
